timestamp_utc,experiment_id,parent_experiment_id,stage,method,seed,hypothesis,changed_parameters,unchanged_controls,expected_effect,actual_effect,result,next_action,artifact_path
2026-07-30T10:31:00.000Z,ppo_B_v28_seed11_50mm_smoke_attempt001,ppo_B_v28_six_mm_downward_registration,PPO_RUNTIME_REALIZATION_SMOKE,B,11,"the registered 6mm deficient-diagonal floor is all-leg valid and physically realized","one environment; full randomization; complete runtime probe suite","frozen artifacts; registered v28 runtime/config","exact [0,-0.6,-0.6,0], exact two-leg 6mm realization, all audits pass","SMOKE_PASS; requested FR/RL -6.000001/-5.999997mm, final both -6.000005mm; IK all true, invalid delta0; servo changes 0.03307688/0.03896400rad; result cba0cc69ae5660dd58811a98c7ba4fa23c4f793e571e95d5b755dec9763d53e6",PASS,"restore exact v19 checkpoint under v28",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v28_seed-11_stage-50mm_smoke_attempt001\diagnosis.md
2026-07-30T10:33:00.000Z,ppo_B_v28_v19checkpoint_seed11_50mm_counterfactual_smoke_attempt001,ppo_B_v28_seed11_50mm_smoke_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SMOKE,B,11,"the exact v19 checkpoint remains nominally zero under the stronger floor","one development scenario; deliberate 5s timeout; canonical stride3","frozen artifacts; v28 runtime; exact v19 checkpoint","exact provenance and byte-stable 100x122 exact-zero telemetry","PASS; effective floor0.2; telemetry SHA256 6418d01f48a446e0c929c18ae76aba994782f7eadb5147407857ee14c98801a9; result 0ddb8aa62bb5f8ac0d55cf406892ac860fe9e14dcf6cd42440d2d15cb1c033fa",PASS,"run fixed 20-scenario v28 counterfactual",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v28-v19checkpoint_seed-11_stage-50mm_development_counterfactual_smoke_attempt001\diagnosis.md
2026-07-30T11:00:00.000Z,ppo_B_v28_v19checkpoint_seed11_50mm_counterfactual_attempt001,ppo_B_v28_v19checkpoint_seed11_50mm_counterfactual_smoke_attempt001,PPO_RUNTIME_COUNTERFACTUAL,B,11,"6mm deficient-diagonal authority converts the four v27 phase9 timeouts into formal successes while preserving all existing successes","all 20 fixed 50mm development scenarios; unchanged v19 checkpoint; deterministic action","frozen artifacts; v28 runtime; fixed checkpoint and development manifest","reach >=16/20; retain all prior successes; physically realize -6mm/-6mm; zero violations","13/20; exact prior success set; all seven failures collide and the four v27 timeouts collide at 107.50/108.85/112.60/122.45s; 525/527 emergency rows physically realized with only the same two late scenario-0003 rollbacks; result SHA256 66189d2cb98a955fc20f95397a32635c86ee7ec05534aa774de6d69ad43c8b03",FAIL,"prohibit v28 training; freeze phase-selective 3/4/3mm v29 candidate",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v28-v19checkpoint_seed-11_stage-50mm_development_counterfactual_attempt001\diagnosis.md
2026-07-30T11:03:00.000Z,ppo_B_v29_phase9_four_mm_precode_analysis,ppo_B_v28_v19checkpoint_seed11_50mm_counterfactual_attempt001,PPO_PRECODE_ANALYSIS,B,11,"preserve the useful v27 3mm phase8 trajectory and apply the smallest additional authority only after the four delayed cases enter phase9","phase gains [3,4,3] with corrective floor0.1 and unchanged signs/scales; physical floors 3/4/3mm in phases8/9/10","no runtime/config/source change; frozen artifacts and manifests; no locked-test access","all changed v27 phase9 rows remain all-leg IK-valid with positive safe-joint margin","2524/2524 reconstructed rows valid; exactly 631 rows for each of environments 5/8/13/17; FR/RL minimum safe-joint margins 0.141975/0.068788rad; phase9 retains 6mm hard-bound margin",PASS,"register runtime-v29 before any v29 Isaac execution; keep training prohibited pending smoke/restore/>=16 of 20",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\v29_phase9_four_mm_deficient_diagonal_analysis.json
2026-07-30T11:06:00.000Z,ppo_B_v29_phase9_four_mm_registration,ppo_B_v29_phase9_four_mm_precode_analysis,PPO_RUNTIME_REGISTRATION,B,11,"phase-selective authority preserves v27 phase8 survival while adding only the minimum represented phase9 support correction","floor0.1 and phase gains [3,4,3]; unchanged signs/scales; physical emergency floors 3/4/3mm in phases8/9/10","frozen FSM/metrics/asset; v28 gates/model/rewards/optimizer/randomization/budget; no locked-test access","3/4/3mm phase-selective realization smoke; exact restore; then >=16/20 with all existing successes and zero violations","compilation and all 160 tests pass; raw/canonical hashes 8b312f720489b9b44f38215652235331fe77083190837225441b5f7568b18fc1 / d9df8b9227762aeb7c3da169c539c9afbfc18c7f6446c984049974d8d799090c; no v29 Isaac result exists",REGISTERED,"run v29 real-Isaac phase-selective realization smoke",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\v29_phase9_four_mm_deficient_diagonal_registration.md
2026-07-30T11:08:00.000Z,ppo_B_v29_seed11_50mm_smoke_attempt001,ppo_B_v29_phase9_four_mm_registration,PPO_RUNTIME_REALIZATION_SMOKE,B,11,"the registered phase-selective candidate is all-leg valid and physically realizes its minimum floor in every enabled phase","one environment; full randomization; v29 runtime preflight","frozen artifacts; registered v29 runtime/config","exact 3/4/3mm floor action and realization; all audits pass","internal SMOKE_PASS; high-drive projection 6/8/6mm and phase8 floor exact 3mm; all-leg IK true and rollback0; audit directly realizes only phase8 minimum floor, so phase9/10 floor coverage is incomplete; result ecd63bea90ce8e21b82b459b51b4c5479e46b085c50c4d262146e9477dc9f4ac",INCOMPLETE,"amend preflight-only audit and repeat in a new directory",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v29_seed-11_stage-50mm_smoke_attempt001\diagnosis.md
2026-07-30T11:10:00.000Z,ppo_B_v29_phase_selective_floor_smoke_audit_amendment,ppo_B_v29_seed11_50mm_smoke_attempt001,PPO_RUNTIME_AUDIT_AMENDMENT,B,11,"a sub-floor probe in each enabled phase closes the attempt001 realization coverage gap","preflight records and requires exact per-phase applied/requested/final floor deltas plus IK and rollback audit","runtime/config/gates/model/rewards/optimizer/randomization/budget/manifests unchanged; no locked-test access","attempt002 proves exact 3/4/3mm physical floor realization","preflight-only train source hash c6469a6e... -> 99b2aba7...; compilation and all 160 tests pass; no attempt002 Isaac result exists",REGISTERED,"run v29 realization smoke attempt002",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\v29_phase_selective_floor_smoke_audit_amendment.md
2026-07-30T11:13:00.000Z,ppo_B_v29_seed11_50mm_smoke_attempt002,ppo_B_v29_phase_selective_floor_smoke_audit_amendment,PPO_RUNTIME_REALIZATION_SMOKE,B,11,"the registered phase-selective candidate physically realizes its exact minimum floor in every enabled phase","one environment; full randomization; amended complete runtime probe suite","frozen artifacts; registered v29 runtime/config; preflight-only audit amendment","exact 3/4/3mm floor applied/requested/final; all-leg IK; zero rollback; all audits pass","SMOKE_PASS; normalized FR/RL actions -0.3/-0.4/-0.3; requests -2.999999/-4.000001/-2.999999mm and final error <2.24e-8m; all phase IK true and rollback increments0; result d8be7d77dc7ddd4b112ba6d0f5b4e0cdd08411ed63bdf42dea32963625c7df85",PASS,"restore explicit v19 final checkpoint under v29 with canonical stride3",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v29_seed-11_stage-50mm_smoke_attempt002\diagnosis.md
2026-07-30T11:16:00.000Z,ppo_B_v29_v19checkpoint_seed11_50mm_counterfactual_smoke_attempt001,ppo_B_v29_seed11_50mm_smoke_attempt002,PPO_CHECKPOINT_DEVELOPMENT_SMOKE,B,11,"the explicit v19 checkpoint restores completely under v29 while nominal IMU state keeps correction inactive","one development scenario; deliberate 5s timeout; canonical record_stride3","frozen artifacts; v29 runtime; exact v19 checkpoint","finite exact-provenance restore; nominal exact zero; byte-identical canonical telemetry","PASS; 100x122 finite exact-zero telemetry SHA256 6418d01f48a446e0c929c18ae76aba994782f7eadb5147407857ee14c98801a9, byte-identical to v22-v28; result SHA256 33f301cbdc6109614a9ea4008214adcddf1cefa85e6524ec003773bfb5c6bf08",PASS,"run fixed 20-scenario v29 counterfactual",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v29-v19checkpoint_seed-11_stage-50mm_development_counterfactual_smoke_attempt001\diagnosis.md
2026-07-30T11:52:00.000Z,ppo_B_v29_v19checkpoint_seed11_50mm_counterfactual_attempt001,ppo_B_v29_v19checkpoint_seed11_50mm_counterfactual_smoke_attempt001,PPO_RUNTIME_COUNTERFACTUAL,B,11,"phase9 4mm vertical authority converts at least three v27 timeouts into strict support while preserving all successes","all 20 fixed 50mm development scenarios; unchanged v19 checkpoint; deterministic action","frozen artifacts; v29 runtime; fixed checkpoint and development manifest","reach >=16/20; exact success preservation; physically realize 3/4/3mm floors; zero violations","13/20 with exact prior success set; 3 collisions plus the same 4 phase9 timeouts; 2524/2524 changed 4mm rows physically realized with zero new rollback; result SHA256 ef79b219269c11645c912a8864f042a3644fae0f6a613ad07ae612af42c10023",FAIL,"prohibit v29 training; diagnose formal geometry and freeze phase9 counter-yaw candidate",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v29-v19checkpoint_seed-11_stage-50mm_development_counterfactual_attempt001\diagnosis.md
2026-07-30T11:55:00.000Z,ppo_B_v30_phase9_counter_yaw_precode_analysis,ppo_B_v29_v19checkpoint_seed11_50mm_counterfactual_attempt001,PPO_PRECODE_ANALYSIS,B,11,"direct phase9 skid-steer yaw authority corrects the measured negative-yaw footprint that vertical residuals cannot resolve","retain v29 z actions; add physical-forward wheel-speed signs [-1,+1,-1,+1] only for corrective phase9 rows, yielding floor +/-0.04rad/s","no runtime/config/source change; frozen artifacts/manifests; no locked-test access","directly oppose timeout yaw; preserve phase8 and all successes; remain within speed bound and leave IK unchanged","timeout phase9 start yaw -0.229..-0.278rad vs successes -0.065..-0.119rad; candidate has 0.06rad/s bound margin and ideal no-slip 0.315rad phase9 authority; only envs5/8/13/17 were corrective in v29 phase9",PASS,"register runtime-v30 before any v30 Isaac execution; require comprehensive realization/restore/>=16 of 20 gates",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\v30_phase9_counter_yaw_analysis.json
2026-07-30T12:00:00.000Z,ppo_B_v30_phase9_counter_yaw_registration,ppo_B_v30_phase9_counter_yaw_precode_analysis,PPO_RUNTIME_REGISTRATION,B,11,"phase9 skid-steer authority directly counteracts the measured negative-yaw footprint without perturbing the proven phase8 trajectory","retain v29 3/4/3mm z floors; add physical-forward speed signs [-1,+1,-1,+1] only on corrective phase9 rows, floor +/-0.04rad/s","frozen FSM/metrics/asset; v29 IMU gates/model/rewards/optimizer/randomization/budget; no locked-test access","complete sign/mapping/phase-isolation/realization smoke; exact restore; then >=16/20 with all successes and zero violations","compilation and all 162 tests pass; raw/canonical config hashes 0b69563697b9d4b3962d0ee74ccb5536be11f324375349f25bacbc2888aa938b / 628d74b0eb679665240cfdf6fb2944cb8f35077655ada46329a9e208e118214e; no v30 Isaac result exists",REGISTERED,"run v30 real-Isaac composite realization smoke",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\v30_phase9_counter_yaw_registration.md
2026-07-30T12:03:00.000Z,ppo_B_v30_seed11_50mm_smoke_attempt001,ppo_B_v30_phase9_counter_yaw_registration,PPO_RUNTIME_REALIZATION_SMOKE,B,11,"registered phase9 counter-yaw speeds survive all physical-forward and raw-actuator mappings while preserving z support","one environment; full randomization; complete composite runtime probe suite","frozen artifacts; registered v30 runtime/config","exact phase isolation, +/-0.04rad/s physical speed, raw mapping, 3/4/3mm z, all-leg IK, zero rollback","SMOKE_PASS; phase8/10 speeds exact zero; phase9 physical [-.040000003,+.040000003,-.040000003,+.040000003], physical command [-.039999992,+.039999992,-.039999992,+.039999992], raw target all +.039999992rad/s; IK all true and rollback0; result 2ae156db7ddcbe620f9c3ac70ac337cd37ae50de03e259a019778397a2c4c941",PASS,"restore exact v19 checkpoint under v30",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v30_seed-11_stage-50mm_smoke_attempt001\diagnosis.md
2026-07-30T12:06:00.000Z,ppo_B_v30_v19checkpoint_seed11_50mm_counterfactual_smoke_attempt001,ppo_B_v30_seed11_50mm_smoke_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SMOKE,B,11,"the exact v19 checkpoint remains nominally zero under the composite counter-yaw projection","one development scenario; deliberate 5s timeout; canonical record_stride3","frozen artifacts; v30 runtime; exact v19 checkpoint","exact provenance and byte-stable 100x122 exact-zero wheel-center and wheel-speed telemetry","PASS; effective projection/signs/phase exact; telemetry SHA256 6418d01f48a446e0c929c18ae76aba994782f7eadb5147407857ee14c98801a9 byte-identical to v22-v29; result 98fbd0f93d2728828d464e5ed6e02d1f9f3de89ce8d0386e071e0b9c29e61324",PASS,"run fixed 20-scenario v30 counterfactual",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v30-v19checkpoint_seed-11_stage-50mm_development_counterfactual_smoke_attempt001\diagnosis.md
2026-07-30T12:36:00.000Z,ppo_B_v30_v19checkpoint_seed11_50mm_counterfactual_attempt001,ppo_B_v30_v19checkpoint_seed11_50mm_counterfactual_smoke_attempt001,PPO_RUNTIME_COUNTERFACTUAL,B,11,"phase9 +/-0.04rad/s counter-yaw rescues at least three timeouts while preserving exact existing successes","all 20 fixed 50mm development scenarios; unchanged v19 checkpoint; deterministic action","frozen artifacts; v30 runtime; fixed checkpoint and development manifest","reach >=16/20; exact success preservation; phase9-only speed authorization; zero violations","13/20 with unchanged 3 collisions and 4 phase9 timeouts; 2524 exact phase9-only speed rows; 45944 pre-phase9 rows and all 13 success trajectories exact v29; direction improves target yaw by 0.001719..0.009877rad but does not change contact topology; result 1a3d95b534fbd5b1a0c0061f5ac02508f01d600b67a7dd108603cc0df64584af",FAIL,"prohibit v30 training; freeze independent bound-speed v31 candidate",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\v30_phase9_counter_yaw_postrun_analysis.json
2026-07-30T12:42:00.000Z,ppo_B_v31_phase9_bound_counter_yaw_registration,ppo_B_v30_v19checkpoint_seed11_50mm_counterfactual_attempt001,PPO_RUNTIME_REGISTRATION,B,11,"the measured-correct counter-yaw direction needs enough authority to overcome contact stiction while vertical support must remain unchanged","retain v30 gate/signs/phase and 3/4/3mm z; independent speed floor0.25 with phase9 gain4 gives exact +/-0.10rad/s bound","frozen FSM/metrics/asset/checkpoint/development manifest; v30 gates/model/rewards/optimizer/randomization/budget; no locked-test access","164 tests; exact bound-speed realization smoke; exact restore; then >=16/20 with all successes","registered before code/Isaac; raw/canonical config hashes 8b27e86cca58471424eb08e85d9d337b33ef588f779e68c4446e8bd98594638e / 855356646b94cbe31c4a709e7acfd3362e73df56d4db15ea4a19a0558840d557; compilation and 164/164 tests pass",REGISTERED,"run v31 real-Isaac composite smoke",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\v31_phase9_bound_counter_yaw_registration.md
2026-07-30T12:48:00.000Z,ppo_B_v31_seed11_50mm_smoke_attempt001,ppo_B_v31_phase9_bound_counter_yaw_registration,PPO_RUNTIME_REALIZATION_SMOKE,B,11,"independent floor reaches the exact speed bound through all physical-forward/raw mappings without changing z or IK","one environment; full randomization; complete composite runtime probe suite","frozen artifacts; registered v31 runtime/config","phase8/10 exact-zero speed; phase9 exact +/-0.10rad/s; 3/4/3mm z; all-leg IK; zero rollback","SMOKE_PASS; physical speed [-.100000001,+.100000001,-.100000001,+.100000001], physical command [-.099999994,+.099999994,-.099999994,+.099999994], raw target all +.099999994rad/s; z/IK/rollback exact; result db0f2004065d94a2df3c30c45638b1429aaf9f30976b5e006b8558adf1479ad2",PASS,"restore exact v19 checkpoint under v31",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v31_seed-11_stage-50mm_smoke_attempt001\diagnosis.md
2026-07-30T12:51:00.000Z,ppo_B_v31_v19checkpoint_seed11_50mm_counterfactual_smoke_attempt001,ppo_B_v31_seed11_50mm_smoke_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SMOKE,B,11,"the exact v19 checkpoint remains nominally zero under independent bound-speed projection","one development scenario; deliberate 5s timeout; canonical record_stride3","frozen artifacts; v31 runtime; exact v19 checkpoint","exact provenance and byte-stable 100x122 exact-zero wheel-center and wheel-speed telemetry","PASS; 100x122 finite exact-zero telemetry SHA256 6418d01f48a446e0c929c18ae76aba994782f7eadb5147407857ee14c98801a9 byte-identical to v22-v30; result c2c898e2a091390ace0b91c453ec578513d5d5c1095ed44cc0f27dfa6c6b3285",PASS,"run fixed 20-scenario v31 counterfactual",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v31-v19checkpoint_seed-11_stage-50mm_development_counterfactual_smoke_attempt001\diagnosis.md
2026-07-30T13:24:48.000Z,ppo_B_v31_v19checkpoint_seed11_50mm_counterfactual_attempt001,ppo_B_v31_v19checkpoint_seed11_50mm_counterfactual_smoke_attempt001,PPO_RUNTIME_COUNTERFACTUAL,B,11,"exact-bound phase9 counter-yaw rescues at least three timeouts without losing any success","all 20 fixed 50mm development scenarios; phase9 speed floor0.25","frozen v19 checkpoint; fixed development manifest; no locked-test access",">=16/20 and all 13 existing successes","13/20; exact same 3 collisions and 4 timeouts; all successes preserved; direction improves yaw but contact topology unchanged",FAIL,"inspect phase8 opportunity without training",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\v31_phase9_bound_counter_yaw_postrun_analysis.json
2026-07-30T13:32:43.000Z,ppo_B_v32_seed11_50mm_smoke_attempt001,ppo_B_v32_phase8_9_bound_registration,PPO_RUNTIME_REALIZATION_SMOKE,B,11,"phase8 and phase9 both realize exact-bound counter-yaw","phase8 added to speed phases with scalar pre-gain floor0.25","all other runtime controls frozen","exact +/-0.10rad/s in phases8/9 and audit pass","FAILED preflight; phase8 was +/-0.075 because gain3 times floor0.25 and rapid-rise oracle omitted speed channels",FAIL,"retain evidence and register arithmetic correction",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v32_seed-11_stage-50mm_smoke_attempt001\diagnosis.md
2026-07-30T13:39:01.000Z,ppo_B_v32_seed11_50mm_smoke_attempt002,ppo_B_v32_seed11_50mm_smoke_attempt001,PPO_RUNTIME_REALIZATION_SMOKE,B,11,"phase-aligned floors produce exact-bound speed in phases8/9","floors corrected to [1/3,1/4]; rapid-rise oracle repaired","gates/z/bounds/checkpoint and scenarios frozen","phase8/9 exact +/-0.10; phase10 zero; IK and mappings pass","SMOKE_PASS; all registered physical and audit checks pass; result 1e65fd9c5152f3f9a8439afefc4822738406a7f2475cfaa24cacad205e9c568d",PASS,"run exact checkpoint restore then full development",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v32_seed-11_stage-50mm_smoke_attempt002\diagnosis.md
2026-07-30T14:08:30.000Z,ppo_B_v32_v19checkpoint_seed11_50mm_counterfactual_attempt001,ppo_B_v32_seed11_50mm_smoke_attempt002,PPO_RUNTIME_COUNTERFACTUAL,B,11,"earlier exact-bound speed rescues at least three phase9 timeouts","phase8 speed raised from zero to exact +/-0.10rad/s","all successes/gates/z/checkpoint/scenarios frozen",">=16/20 without collision increase","13/20; all 13 successes exact; four timeouts converted to front_right_bot collisions after 0.15--1.40s and no target reached phase9",FAIL,"bracket phase8 magnitude at +/-0.075",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\v32_phase8_9_bound_counter_yaw_postrun_analysis.json
2026-07-30T14:16:51.000Z,ppo_B_v33_seed11_50mm_smoke_attempt001,ppo_B_v33_phase8_moderate_phase9_bound_registration,PPO_RUNTIME_REALIZATION_SMOKE,B,11,"moderate phase8 and bound phase9 commands realize exactly","phase8 floor0.25 gives +/-0.075; phase9 remains +/-0.10","all gates/z/bounds and training controls frozen","exact phase realization; IK/mapping/audits pass","SMOKE_PASS; phase8 +/-0.075, phase9 +/-0.10, phase10 zero; result 157cb0e98f9892bf5efb0265e5f963252b32f182caa85c520f1e6b97b2f20138",PASS,"restore checkpoint then fixed development",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v33_seed-11_stage-50mm_smoke_attempt001\diagnosis.md
2026-07-30T14:54:19.000Z,ppo_B_v33_v19checkpoint_seed11_50mm_counterfactual_attempt001,ppo_B_v33_seed11_50mm_smoke_attempt001,PPO_RUNTIME_COUNTERFACTUAL,B,11,"moderate phase8 speed avoids v32 collisions and yields new successes","phase8 speed +/-0.075","v32 controls except registered magnitude",">=16/20 and no collision increase","13/20; 6 collisions and 1 timeout; scenario0008 survives phase8 and yaw improves 0.01935rad but still times out; all successes exact",FAIL,"select safer phase9-only behavior and proceed to required formal B/C training",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\v33_phase8_moderate_phase9_bound_counter_yaw_postrun_analysis.json
2026-07-30T15:00:45.000Z,ppo_B_v34_seed11_50mm_smoke_attempt001,ppo_v34_formal_runtime_selection,PPO_FORMAL_RUNTIME_SMOKE,B,11,"selected phase9-only behavior is exactly realized through the generic phase-aligned interface","speed phases [9]; floor [0.25]","selected v31 behavior and all formal controls","phase8/10 zero; phase9 exact bound; IK/mapping/audits pass","SMOKE_PASS; result fac67f9fe971eca797b4f6a389f5c94b5428a15a2825cb8b146fc6882de056f0",PASS,"launch fixed B/C formal multi-seed schedule",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-11_stage-50mm_smoke_attempt001\diagnosis.md
2026-07-30T15:04:00.000Z,ppo_B_v34_formal_training_launch,ppo_B_v34_seed11_50mm_smoke_attempt001,PPO_FORMAL_TRAINING,B,11,"fixed complete schedule produces auditable B checkpoints for all seeds and heights","3 seeds x 50/75/100mm x 76800 local steps; 64 envs; full/light/full randomization","v34 runtime; B reward; fixed FSM/metrics/asset; no locked-test access","nine completed stage checkpoints plus immutable development gates","RUNNING actual Isaac Python PID114424; first run method-B-v34_seed-11_stage-50mm_attempt001",RUNNING,"monitor checkpoints/status; preserve and diagnose any failure",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\v34_formal_training_registration.md
2026-07-30T15:14:00.000Z,formal_v34_cross_stage_resume_offset_diagnosis,ppo_B_v34_formal_training_launch,ORCHESTRATION_DIAGNOSIS,B,11,"cross-height warm start must not consume same-stage recovery offset","remove cumulative resume_offset_timesteps; add StartSeed/StartHeight/InitialResumeCheckpoint","active Isaac process and all training/evaluation definitions unchanged","75mm requests exactly 76800 local steps while loading the completed 50mm checkpoint","predicted original wrapper refusal 153600 != 76800; corrected future wrapper parses cleanly",PASS,"preserve any refusal from already-parsed wrapper and continue with a new attempt",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\formal_v34_cross_stage_resume_offset_diagnosis.md
2026-07-30T15:38:00.000Z,formal_v34_posttraining_pipeline_preregistration,formal_v34_cross_stage_resume_offset_diagnosis,VALIDATION_FREEZE_LOCKED_REPORT_REGISTRATION,ABC,112947,"validation selection and locked reporting remain leakage-free and auditable","validation candidate registry; method freeze; locked guard; stratified bootstrap; deterministic videos","frozen FSM/metrics/asset; all B/C training sources; locked manifest unread","all completed v34 candidates included; six seed-method selections; 2100 paired locked episodes; required reports/videos","177 unit tests pass; PowerShell scripts 07-11 parse; no locked manifest read",PASS,"finish B/C training then execute scripts 07 through 11 in order",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\configs\validation_selection_protocol.json
2026-07-30T15:44:02.000Z,ppo_B_v34_formal_monitor_launch,ppo_B_v34_formal_training_launch,PPO_FORMAL_MONITOR,B,11,"20-second project-scoped heartbeat detects stalled progress without touching unrelated Python","monitor PID80440; wrapper PID120320; environment PID114424","training process/config/checkpoint schedule unchanged","heartbeat records stage progress GPU checkpoint timestamps and error counts","RUNNING at 18390/76800; GPU2491MiB; no NaN OOM or Traceback tail mentions",RUNNING,"continue monitoring this registered wrapper",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\formal_v34_heartbeat.json
2026-07-30T16:00:36.676Z,run_until_success_recoverable_state_machine_waiting_test,formal_v34_posttraining_pipeline_preregistration,ORCHESTRATION_RECOVERY_TEST,ABC,112947,"the main entry detects live formal work and never launches a duplicate or accesses locked data","replace obsolete terminal throw with evidence-driven stages; deterministic first-gap recovery; immutable attempts; WAITING exit code 3","active PID114424 and all training/evaluation definitions unchanged","same training PID set before/after; recoverable JSON state and experiment event log","PASS; detected method-B-v34_seed-11_stage-50mm_attempt001 PID114424; process set unchanged; 179 unit tests pass",PASS,"let the active wrapper finish; use a new attempt for the diagnosed cross-stage recovery; then continue through validation/freeze/locked/report",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\orchestration\run_until_success_state.json
2026-07-30T16:05:32.203Z,prelocked_report_missing_metric_robustness,formal_v34_posttraining_pipeline_preregistration,REPORT_ROBUSTNESS,ABC,112947,"a missing continuous metric must yield an explicit unavailable result rather than abort final reporting","optional-value rendering; missing-data plot annotations; missing pitch claim handling","all training evaluation metric selection claim and bootstrap definitions unchanged","negative or incomplete continuous evidence still publishes every required artifact without zero imputation","PASS; report generator dc91d6c2e730d87edfa7956589b2d1a5fa8fab8c641bcac9b0e47ad9b1318e03; compilation and 6 targeted tests pass",PASS,"capture this source in method freeze after validation and verify final missing-pair disclosures",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\prelocked_report_missing_metric_robustness.md
2026-07-30T16:08:18.736Z,prelocked_telemetry_status_hash_audit_completion,formal_v34_posttraining_pipeline_preregistration,LOCKED_EVIDENCE_AUDIT,ABC,112947,"every raw locked telemetry and status artifact must match the hash asserted by its evaluation result","compare telemetry and status hashes; add status files to evidence inventory","all simulation control evaluation metric selection and statistics unchanged","all 21 evaluation result episode telemetry and status chains fail closed on drift","PASS; locked guard 9944768a83daaa8321a9c65a5401650a8969fecf17fa75190b6c7ec9af54818b; compilation and 6 targeted tests pass",PASS,"capture source in method freeze and recompute paired audit during final report generation",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\prelocked_telemetry_status_hash_audit_completion.md
2026-07-30T16:10:02.705Z,prelocked_video_inventory_audit_completion,formal_v34_posttraining_pipeline_preregistration,VIDEO_EVIDENCE_AUDIT,ABC,112947,"video inventory must independently prove every category required by the complete locked method-height group","record full-group category requirements; verify selected source checkpoint replay episode scenario and outcome-label hashes","frozen video category rule and all primary statistics unchanged","no missing failure category or drifted replay source can pass inventory","PASS; video selector 26c3e531c7a1a9472475576bd6f6364e68fc10f5ef9112c0b2ed3054651d0480; compilation and 4 targeted tests pass",PASS,"capture source in method freeze and physically validate camera encoding before freeze",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\prelocked_video_inventory_audit_completion.md
